Text,Date,Cheerfullness,Negativity,Anger,Analytical,Confident,Tentative,Openness,Conscientiousness,Agreeableness,Sent. Type,Sent. Score
"Fascinating linkage between saving & staying fit. ""Something abstract & fundamental about caring for the future.""",8/16/14 14:33,0.015,0,0,0,0,0.015,-0.013571429,-0.002142857,0.032857143,0.766206,positive
Thanks Kevin!  Kevin Terwilliger  Blown away by the IBM Design studio... #IDSAAustin14 IDSA,8/16/14 15:21,0.015714286,0,0,0,0,0,0.020769231,0.006923077,0.013846154,0.782528,positive
Look at this picture. Smile. Repeat.  Michael Senkow  The future ofIBM Design,8/16/14 15:24,0.023571429,0,0,0,0,0,-0.0325,0.006666667,0.059166667,0.281389,positive
"Ok, we will sign up for 2015 NOW. I'll put you in touch with my Comms person, and you could maybe connect w PT's person...",8/16/14 18:26,0.01,0,0,0,0,0.01,-0.1532,-0.0236,0.1356,0.549284,positive
"Btw, Keith Yamashita said say hello, this morning.",8/16/14 18:27,0,0,0,0,0,0,-0.13375,-0.04375,0.09875,0.796115,positive
103â˜€ï¸è on the road. 33 miles behind me. More to go. Ugh. Guess I should've put more into my 401K these past 3 weeks...,8/16/14 18:29,0,0.0075,0,0,0,0.0075,-0.1225,-0.006666667,0.076666667,-0.615718,negative
Yes! Wait. You mean ice bucket & beer right?  Tarun Gangwani  The ice bucket challenge probably sounds like a great idea right now huh?,8/16/14 19:06,0.037714286,0,0,0,0,0.028285714,-0.102608696,-0.003478261,0.059130435,0.700187,positive
Tarun Gangwani pfew! Because for a brief second there I thought you might just be talking ice and WATER!,8/16/14 19:13,0,0,0,0,0,0,0.027647059,0.024117647,0.021176471,0,neutral
Kate Gilbert :-),8/17/14 1:40,0,0,0,0,0,0,0,0,0,0.845636,positive
"Yes, we did.  John Maeda Thanks Nicholas Negroponte  a lot of us learned what 2 do w Being Digital",8/18/14 1:38,0.012222222,0,0,0.012222222,0,0,-0.113157895,-0.011578947,0.088947368,0.481673,positive
AT&T U-verse AT&T seriously? Spamming when your coverage model is so pathetic.,8/18/14 14:39,0,0.045,0,0,0,0,-0.063571429,-0.027142857,0.015,-0.695804,negative
"Enjoying the most underrated LP of the '80's, other than maybe #heartsandbones. All hail #tunneloflove.",8/21/14 0:17,0.028695652,0,0,0.014347826,0.043478261,0.014347826,0.012666667,-0.012,0.021333333,0.737843,positive
"Single best reporter, blogger, twitterer and, um, otherer: Ta-Nehisi Coates #followthisguy",8/21/14 0:29,0.044,0,0,0,0,0,-0.014545455,0.027272727,0.046363636,0.501225,positive
OK OK I get it. Wichita Falls: Hotter. Than. Hell. Hotter'n Hell 100  D-1 Day. #hh100,8/22/14 22:59,0.0165,0.0165,0,0.00825,0,0,-0.139375,-0.055625,0.010625,-0.759818,negative
"What good is a viral charity thing if you can't mock it for profit?  Phil Gilbert, Jr.  Samsung Fakes ALS Challenge",8/22/14 23:01,0.06,0,0,0,0,0,-0.087619048,0.001428571,0.058571429,-0.327572,negative
#hh100 show time,8/23/14 12:10,0,0,0,0,0,0,-0.22,-0.003333333,0.12,0.268889,positive
Donnie Berkholz but I bet >Â_ room looking fwd to tonightâ€™s rumake and â€œJersey Boysâ€ù show,8/25/14 21:26,0,0,0,0.017368421,0,0.017368421,-0.12,-0.054666667,0.070666667,0.379927,positive
"Keynote on the cloud is some of the best web programming ever. Lines between content and app are seamless. Nice job, #Apple.",8/25/14 21:30,0.029117647,0,0,0,0,0.009705882,-0.009545455,0.021363636,0.050909091,0.668042,positive
A lot of great SXSW2015 sessions hereâ€_ take a gander at these IBMerâ€™s sessions up for vote:,8/25/14 21:40,0,0,0,0,0,0,0.025882353,0.015882353,0.044117647,0.748487,positive
"Wait, you were where?!?  Cameron Sandage  Sometimes we drawâ€_ and other times we hang out on the lake.IBM Design",8/25/14 21:43,0,0,0,0.01375,0,0.0275,-0.1425,-0.0005,0.14,-0.544622,negative
A) Dolly Parton is a star. B) All families deserve respect. C) Everyone loves a roller coaster. D) All the above.,8/25/14 23:16,0.017837838,0,0,0,0.054054054,0,-0.05952381,0.011904762,0.086190476,0.38558,positive
This. (from the Krypton),8/26/14 16:21,0.011785714,0.011785714,0.05,0.011785714,0,0,-0.12,-0.0365,0.0435,0,neutral
Whatâ€™s it like to be a Designer atIBM Design? Hereâ€™s  to give you a glimpseâ€_,8/26/14 17:31,0.028695652,0,0,0,0,0.014347826,-0.110666667,-0.004,0.093333333,0.380186,positive
Congratulations IBMwatson on todayâ€™s announcement of Discovery Advisor  Design #bluemix,8/28/14 22:26,0,0,0,0.023571429,0,0,-0.039,0.007,0.039,0.78791,positive
"Biking the Gorge, Columbia River valley, Oregon. Magnificent. #shutuplegs",8/31/14 20:25,0.015714286,0,0,0,0,0,-0.007777778,0.01,0.02,0.776631,positive
"Chris Owens hi Chris, send me an email from your personal acct... I have F1 questions.",9/1/14 14:43,0,0,0,0.01375,0,0,-0.136875,-0.00125,0.0725,0.329255,positive
More details on IBM teaming up w James Murphy...,9/2/14 5:22,0,0,0,0,0,0,-0.07,0.02,0.091111111,0.382024,positive
It's that time again! Flydown Friday atIBM Design. Wish I were there to meet you; have a great wknd in ATX.,9/5/14 15:34,0,0,0,0.02,0,0,-0.126190476,-0.00952381,0.077142857,0.263856,positive
Donnie Berkholz say Hello to Camillo and Charlie for me! Lots of cool stuff going onâ€_,9/8/14 19:06,0,0,0,0,0,0,-0.045,-0.008125,0.065,0.770009,positive
Emily Jester  check out IBM Design on the IBM homepage today!,9/8/14 20:13,0,0,0,0.022,0,0,-0.019090909,0.01,0.04,0.745007,positive
The radio just loves his face! Sean talks about designing educational experiences forIBM Design,9/8/14 21:00,0.03,0,0,0,0,0.015,-0.107142857,-0.024285714,0.101428571,0.49157,positive
"Sad. The 160GB Classic is still the best iPod ever  Techmeme  The iPod classic is finally dead, disappears from Apple Online Store",9/9/14 20:00,0.022,0.022,0,0,0,0,-0.000454545,0.007272727,0.008636364,0.846525,positive
+1 Land Rover!  Craig Moser  Phil Gilbert Techmeme My Nissan sound system still powered by the original White iPod 40 ;-) ...,9/9/14 20:44,0.023571429,0,0,0,0,0,-0.0405,0.0155,0.037,0.267392,positive
That Docker is so hot right now...IBM Design #playbackHijinx,9/11/14 22:23,0,0,0,0.023571429,0,0,-0.038,-0.007,0.012,0.671426,positive
"Hell yeah!  Denis Murphy  On IBM Design plm course. I like what I'm feeling, saying, doing... Move over features, let users take over.",9/12/14 22:07,0.018857143,0.009428571,0,0.009428571,0,0.018857143,-0.179130435,-0.04,0.076956522,-0.186103,negative
Justice.  Texas Transportation  Texas will allow Prada Marfa to stay  via The Associated Press,9/12/14 22:19,0,0,0,0,0,0,-0.000714286,0.006428571,0.01,0.249126,positive
Once upon a time there was this Designer...    Storytelling workshop today atIBM Design  #yukkinitup,9/12/14 22:29,0,0,0,0,0,0,-0.024545455,0.016363636,0.079090909,0,neutral
Devin O'Bryan  Willie telling a story with cards |  IBM Design #cardTricks ||  Clay this is up your alley,9/13/14 20:03,0,0,0,0,0,0,-0.035294118,-0.002352941,0.067647059,0.565426,positive
. chronicling IBMmaelstrom interns on their first day. It's going to be a great autumn!IBM Design,9/14/14 20:58,0,0,0,0,0,0,-0.0825,0.03125,0.07875,0.273687,positive
And so it begins. IBMmaelstrom 2 kicked off by Devin O'Bryan  Really happy all our autumn interns are here!IBM Design,9/14/14 21:25,0.022758621,0,0,0.01137931,0.034482759,0,-0.094285714,-0.003809524,0.105714286,0.143165,positive
"Executives learn empathy; it's never too late! Empathy Maps, that is. Designcamp for Execs, Hursley, UK.IBM Design",9/16/14 10:34,0,0,0,0.017368421,0,0,-0.050555556,-0.02,0.029444444,0.798657,positive
"On Friday, I'll take you inside... Our newest addition, in Boeblingen, Germany. With Ludovica, Gerhard Pfau & meezies",9/17/14 14:57,0,0,0,0,0,0,-0.118823529,0.010588235,0.134117647,0.300002,positive
"Live from Boeblingen, it'sIBM Design! Global Town Hall from our newest IBM Studio...",9/18/14 15:00,0,0,0,0,0,0,-0.074615385,0,0.076153846,0.237113,positive
"A look inside...  Adilson ChicÃ_ria  A glimpse ofIBM Design Studio BÃ¶blingen in 6 seconds
IBM Design DEIBM Design",9/19/14 6:49,0,0,0,0,0,0,0.0195,0.004,0.027,0.498061,positive
From scale prototype to reality & ribbon cutting. Artifacts from theIBM Design BÃ¶blingen Studio. Thanks to everyone!,9/19/14 12:14,0.01137931,0,0,0,0,0,-0.004705882,0,0.033529412,0.12965,positive
". on how weâ€™re scaling design at IBM. Our newest Studio, in Boeblingen, Germany opened today.IBM Design",9/19/14 15:35,0,0,0,0,0,0,0.054444444,0.03,0.023333333,0,neutral
Great to hear!  Andrew Grill  Phil Gilbert great session in Groningen with Karel Vredenburg and team todayIBM Design #designcamp,9/19/14 16:09,0,0,0,0,0,0,-0.025263158,-0.006842105,0.056315789,0.733256,positive
Derek Miers thanks Derek... Hope everything's going great with you!,9/21/14 11:13,0.070714286,0,0,0,0,0.023571429,-0.195,-0.018,0.161,0.773487,positive
Sounds like maybe a prequel for Sonny Boy is reqâ€™d!  Clay  Great times yesterday Full Circle Books  Sold outâ€_,9/21/14 16:00,0.024444444,0,0,0.012222222,0,0.024444444,-0.093684211,-0.024210526,0.055263158,0.360225,positive
1/2  Jon Iwata  I'm calling out Devin & IBM Design team. Fix a date and I'm there! Devin O'Bryan Teresa Yoo Phil Gilbert,9/21/14 16:50,0.012222222,0,0,0.012222222,0,0.012222222,-0.096666667,-0.021333333,0.086,0,neutral
"2/2 So, Jon Iwata is prepared to enter the IBMmaelstrom? Letâ€™s see what our IBM Design interns can conjure upâ€_ Teresa Yoo",9/21/14 16:52,0,0,0,0.010645161,0,0,-0.112608696,-0.006086957,0.087826087,0.570627,positive
"Is there a more ironic buyer flocking to the Apple Store today. Seriously, dude? #well_thisistexas #givepeaceachance",9/21/14 18:50,0,0.011785714,0,0.011785714,0,0,-0.0125,-0.004375,0.008125,0.0213687,positive
Jinan AlrawiIBM Design helps design better solutions directly for our clients as well as for products built by IBM and our partners.,9/22/14 10:32,0.012692308,0,0,0.012692308,0,0,-0.054090909,0.002272727,0.086363636,0.952342,positive
Jinan Alrawi service design as well,9/22/14 10:36,0,0,0,0,0,0,0.028333333,0,0,0.361538,positive
"Jinan Alrawi user experience is the foundation of our approach, yes.  Thanks for the tweets! More details here:",9/22/14 10:45,0.011,0,0,0.011,0,0,-0.049444444,-0.007777778,0.066666667,0.599558,positive
"Hoping we see you again soon, though!  IBM Design DE  Farewell Sonja! Stephan Feger typed dedication on Selectric. Wrapped in ribbon cut...",9/25/14 21:09,0.017368421,0.008684211,0.045454545,0.008684211,0,0.008684211,-0.118181818,-0.022272727,0.080454545,0.253282,positive
"Um, yeah, that's our Summer #designcamp graduation party. Amazing newIBM Design'ers, every one of them!",9/27/14 2:10,0.028695652,0,0,0.014347826,0,0,-0.156666667,-0.010666667,0.117333333,0.531306,positive
In The Middle Of The NightIBM Design's Tarun Gangwani apparently serenades... w Maria Elavumkal providing backup.,9/27/14 3:02,0,0,0,0,0,0,-0.003571429,-0.007142857,0.023571429,0,neutral
It's time for emotion & soul to reappear.,10/1/14 12:44,0.018333333,0,0,0,0,0,-0.080714286,0.006428571,0.078571429,0,neutral
A better way to enjoy flowers in your home?IBM Design #Insidejoke,10/1/14 12:56,0.061875,0,0,0,0,0,-0.081666667,0.019166667,0.1175,0.793163,positive
Congratulations #bluemix for powering #digitalnycâ€_ historic partnership between IBM and our City.,10/1/14 17:23,0,0,0,0,0,0,-0.074166667,0.009166667,0.1125,0.691748,positive
Allen is the best shoe (& boot) doctor in the world. And I've tried them ALL. Meltonian #1 cream only!,10/1/14 20:47,0.021290323,0,0,0,0.032258065,0,-0.053684211,0.021578947,0.077894737,-0.0496679,negative
"Congrats ladies! (& awesome trophies) Google Science Fair  Congratulations to the #GSF2014 winners - Ciara, Emer & Sophie.",10/2/14 7:29,0.043043478,0,0,0,0,0,-0.026666667,0.018,0.042666667,0.781195,positive
My wife pointed this out to me & asked: Why the hell is this in the Fashion & Style section?!? What say you #nytimes?,10/2/14 12:22,0,0.012692308,0,0.025384615,0,0,-0.099545455,-0.049090909,0.076363636,-0.422993,negative
"1/2 ""When the contribution of the collective is ignored, it is usually a man who gets the credit.""",10/2/14 12:26,0,0,0,0.022,0,0,-0.019090909,0.01,0.04,0,neutral
"2/2 Corollary: ""When an article is about women, it goes in the Fashion & Style section""",10/2/14 12:27,0,0,0,0,0,0,-0.031875,0.009375,0.05625,-0.216542,negative
Hard problems demand exceptional people. Transparent. Insightful. Inspiring. Damn good post by,10/2/14 19:15,0.0309375,0.0103125,0.083333333,0.020625,0,0,-0.0675,-0.061666667,0.004166667,0.453077,positive
Highly recommend y'all follow Strong Bad  Glad he's back! (Also suggest you review all tweets). Now... C'MON GET IN THE BOAT FISH FISH,10/3/14 23:38,0.037714286,0.009428571,0,0,0.028571429,0,-0.139565217,0.006521739,0.116956522,0.310805,positive
"Seriously, it was our honor  Liu Wenzhu  Phil Gilbert thanks for having us at awesomeIBM Design",10/4/14 2:29,0.0495,0.0165,0,0,0,0,-0.1575,-0.0025,0.11875,0.575002,positive
Was special for all & what an addition to my desk!  James Hou  Thx for having us Phil Gilbert by shanghai studio,10/4/14 2:31,0.01137931,0,0,0,0.034482759,0,-0.046666667,-0.005714286,0.053333333,0.678234,positive
"Yes, but what did Sadie think?  Tammy Metzger  Well shot, great soundtrack/score, and solid performances, but ridiculous / mean-spirited ...",10/4/14 2:35,0,0.012222222,0.052631579,0.036666667,0,0,-0.064736842,-0.089473684,-0.005263158,-0.878429,negative
That has to be a Jon Langford backdrop... Awesome  Bill Gurley Ryan Adams at Hardly Strictly Bluegrass. Great aftrnoon,10/4/14 2:37,0.012222222,0,0,0.012222222,0,0,0.005789474,-0.003684211,0.009473684,0.475243,positive
"The new home of IBMwatson, where all the cool kids go these days. 51 Astor Place, NYC #worldofwatson",10/8/14 15:21,0,0,0,0,0.038461538,0,-0.063888889,0.007777778,0.071111111,0.231363,positive
"Big insight at IBMWatson event? Personal data is 1,000x the amount of doctor- & research-generated data req'd to best diagnose a patient.",10/8/14 15:55,0.022,0,0,0.011,0,0,0.009090909,0.016818182,0.027272727,0.371799,positive
"I can't wait!  ""At the crossroads of chaos & calamity"" Phil Gilbert of IBM talks #GoodDesign Thursday Michigan Theater 5:10pm",10/8/14 16:56,0,0,0,0,0,0,-0.0675,-0.016,0.035,0.322987,positive
"What do Angelo's, Eliot Noyes & I have in common? Countdown to  speech tonight T-8 hours and counting...",10/9/14 13:16,0,0,0,0,0,0,-0.05,0.004117647,0.046470588,-0.270752,negative
On the turf at the Big House w Maria Elavumkal  Countdown to  talk tonight T-5 hours.IBM Design,10/9/14 16:08,0,0,0,0,0,0,-0.042222222,0.012777778,0.063333333,0.250913,positive
Thank you!  Akash Harlalka Awesome talk about importance of design IBM by Phil Gilbert The 6 experiences resonated...,10/9/14 23:08,0.025384615,0,0,0,0,0,-0.065,-0.007222222,0.055,0.783485,positive
"Youâ€™re welcomeâ€_ great fun, great town, great university   Thank you Phil Gilbert for taking us to ""the crossroads of chaos...",10/12/14 18:15,0.04125,0,0,0,0,0,-0.1435,-0.001,0.112,0.945,positive
Pumpkinstein rules!,10/13/14 12:14,0,0.009705882,0,0.029117647,0,0,-0.023571429,-0.061428571,0.043571429,0,neutral
Well done IBMmaelstrom interns!   #feMIL team rocked their playback! Great job team Devin O'Bryan IBM Design looking fwd to nxt wk!,10/17/14 20:53,0,0,0,0,0,0,-0.075238095,-0.01,0.054285714,0.746357,positive
No wifi? Is Admiral Adama piloting this #unitedairlines flight?,10/20/14 21:13,0.038823529,0,0,0,0,0,-0.062222222,-0.018888889,0.055555556,-0.413967,negative
Possible we have something as provocative & funny as All In The Family/Sanford & Son after only 40 yrs? So far I'm in,10/23/14 4:16,0.011,0,0,0,0.033333333,0.022,-0.103181818,-0.005454545,0.13,0.421568,positive
"Backstage prepping for my #AIGA Keynote, which I call ""Open"".IBM Design",10/23/14 16:10,0,0,0,0,0,0,-0.12,-0.018333333,0.0425,0.357427,positive
My peeps! Love 'em.  IBM Design  Team IBM eagerly awaiting Phil Gilbert s talk at #GAINconference.IBM Design,10/23/14 19:28,0.022,0,0,0,0,0,-0.108888889,-0.012222222,0.060555556,0.417398,positive
I've been exposed! Now go to   Robin Tooms  If IBM pres was push...2want 2work IBM Design  it worked! #GAINconference,10/23/14 20:26,0,0,0,0,0,0,-0.086,-0.0005,0.043,-0.0541554,negative
Alana Papoy  #GAINconference Phil Gilbert Are you hiring and where do I apply?!,10/23/14 20:39,0,0,0,0,0,0,-0.114615385,0,0.070769231,0.467126,positive
Thank you!  Clinton Bonner  Hey Phil Gilbert - ... great job at IBMMobileFirst Day last week in Austin. Our team from #topcoder loved it!,10/23/14 20:58,0.029117647,0,0,0,0,0,-0.143181818,0.012272727,0.124545455,0.695349,positive
"steve o'grady spending a couple days here in Portland, ME. What pubs should we not miss?",10/24/14 21:27,0,0,0,0.01375,0,0,0.025,-0.001875,0.024375,0,neutral
"Every Saturday morning should begin w a brewery tour. Enjoying Portland, ME Allagash Brewing Co",10/25/14 15:28,0.028695652,0,0,0,0,0,-0.118,0.008,0.058,0.443569,positive
steve o'grady awesome thanks. Hit Eventide last night. Wow. Allagash Brewing Co now...,10/25/14 15:29,0.022758621,0,0,0,0,0,-0.092307692,0.020769231,0.055384615,0.136367,positive
"Intrigued by headline in The Independent: â€œEven weddings seem fun when you strap a GoPro on a whiskey bottle.""",10/28/14 19:47,0.014347826,0,0,0,0,0.028695652,-0.020526316,0.007368421,0.06,0.73335,positive
ninjaisun tweet a Halloween pic from the Studio,10/29/14 11:39,0,0,0,0,0,0,0.07125,0.0225,0,0.730294,positive
Elephants can Tweet.   IBMandTwitterIBM Design,10/29/14 17:28,0,0,0,0,0,0,-0.032,0,0,0.333663,positive
"Wait, isnâ€™t it IBMandTwitter?  Damion Heredia  #Bluemix + #Twitter  #twitterandibm",10/29/14 17:55,0,0,0,0,0,0.019411765,-0.083333333,-0.031111111,0.012222222,0.543096,positive
"Bravo  Answering MLKâ€™s â€œlifeâ€™s most persistent and urgent question is, â€˜What are you doing for others?â€™",10/30/14 15:44,0,0,0,0.033,0,0,-0.07625,-0.020625,0.04375,0.333329,positive
"On the benefits of well-run large, open & diverse teams to get to great. Fortune  Design IBM",10/30/14 19:23,0.01375,0,0,0,0,0,-0.023125,0.01125,0.04875,0.780495,positive
Will Buxton I'm expecting to see you interview  Whiplash the cowboy monkey tomorrow. #COTA,11/1/14 20:54,0,0,0,0.015,0,0,-0.135,-0.019285714,0.065714286,-0.513337,negative
"My speech Oct. 9 to 1,100 folks at the beautiful Michigan Theater in Ann Arbor for the  program.IBM Design",11/3/14 18:48,0,0,0,0,0,0,0,0,0,0,neutral
"Practicing what we preach. My leadership team in retrospective on one of our projects. Idea: ""even simpler!""  Always.",11/5/14 18:09,0,0,0,0,0.033333333,0.011,-0.144444444,-0.007222222,0.136111111,0.509334,positive
One year later... IBM Studio | Austin thriving IBM Design #studioversary,11/6/14 22:09,0,0,0,0,0,0,-0.052,0.018,0.035,0.700091,positive
My keynote at this yearâ€™s AIGA #gainconference. A history of â€œopenâ€ù at IBM andIBM Design. (20 minutes+QA),11/11/14 18:33,0,0,0,0,0,0,-0.026666667,0.02,0.046666667,0.376821,positive
"ditto.  Phil Gilbert, Jr.  Birdman.
Absolutely stunning. Go see this film. 
â€_ One of the best pieces of cinema I've seen in years.",11/11/14 18:54,0.015714286,0,0,0.007857143,0.023809524,0,-0.062727273,0.003181818,0.076363636,0.566736,positive
. has 12% confidence you're correct. 98% if you add Designers...  Talking Turkey  ...get cool stuff in hands of developers... #SWGAI,11/12/14 17:30,0.023571429,0,0,0,0.035714286,0,-0.107,-0.02,0.091,0.574223,positive
"Nice distinction between ""on the cloud"" and ""in the cloud"" by Robert LeBlanc at #SWGAI",11/12/14 19:19,0.025384615,0,0,0.008461538,0,0,-0.090434783,-8.67E-19,0.067391304,0,neutral
"We call it manly footwear, please...   Pics from #swgai including some rather dashing shoes.",11/13/14 20:51,0,0,0,0.018333333,0,0.018333333,-0.085714286,-0.034285714,0.076428571,0.567381,positive
"Had a gas w our VSA Partners, Inc. partners solsender & Kelly Bjork today. Maybe conference room 7 next time?",11/14/14 23:03,0,0,0,0,0,0.012222222,-0.13,0.001052632,0.107368421,0.4053,positive
"Good morn or evening friends, here's your friendly announcer.",11/15/14 2:38,0.050769231,0,0,0.025384615,0,0.025384615,-0.185555556,-0.018888889,0.161111111,0.762767,positive
. checking out today's Wall Street Journal .. & look what's in the news #newwaytowork IBMIBM Design,11/18/14 14:34,0,0,0,0.018333333,0,0,-0.025714286,-0.013571429,0.039285714,0.641867,positive
Backstage with Bob Picciano at our #NewWayToWork event in NY. IBMIBM Design,11/18/14 15:03,0,0,0,0,0,0,-0.004166667,0,0.084166667,0.264425,positive
Co-create.YES!  penni333   IBM SmarterWorkforce  #NewWayToWork Dion Hinchcliffe,11/18/14 15:08,0.0275,0.01375,0,0,0.041666667,0,-0.071875,0.02375,0.0525,0,neutral
The amazing Maya's Ideas 4 T P inspiring us to leap into a #NewWaytoWork. Go #millenials (esp. 14 year old ones)! IBM,11/18/14 18:03,0.026052632,0,0,0,0,0,-0.065909091,0.023636364,0.088181818,0.518427,positive
"John, Maya - honored to meet you both!  johnpenn  Phil Gilbert Maya's Ideas 4 T P Always thinking design! Great seeing you at #NewWayToWork",11/18/14 21:30,0.010645161,0,0,0.021290323,0.032258065,0,-0.088695652,-0.00826087,0.061304348,0.660052,positive
Say hello to Jimmy for me! He is THE. BEST.  Bill Malchisky Jr.  . hand-made boots come from here -,11/18/14 21:55,0.017368421,0,0,0,0,0,-0.077777778,0.009444444,0.083888889,0.622982,positive
+1  Jeannette v/d Does  Dion Hinchcliffe Phil Gilbert and EMOTION will no longer be a word that is associated with weakness or femininity.,11/18/14 21:58,0,0,0,0,0,0,-0.00625,-0.028333333,0.020833333,-0.283699,negative
& Iâ€™ll see yâ€™all tomorrow!  Maria Elavumkal  Phil Gilbert ...you can't hide from team in ATX! Celebrating IBMVerse #NewWayToWorkIBM Design,11/18/14 22:00,0,0,0,0.04125,0,0,-0.146842105,-0.007894737,0.093157895,0.468727,positive
"Trying to stay out of the freezing temps in NYC, waiting for Uber at the Hershey Chocolate Store...",11/18/14 23:06,0.03,0,0,0.015,0,0.015,0.045,0.005555556,0.037222222,-0.721871,negative
Looking fwd to it!  Alan Lepofsky  Thu jeffschick Phil Gilbert and I discussIBM Design + #NewWayToWork,11/20/14 0:41,0,0,0,0,0,0,-0.062,-0.021333333,0.046666667,-0.00529632,negative
"Delightful email. Yes, I wrote 'delightful email'. 
Me + Alan Lepofsky & jeffschick Thursday IBM Design #NewWayToWork?",11/20/14 0:50,0.024444444,0,0,0,0,0,-0.162,0,0.081333333,0.790271,positive
Yes! (Plus a hell of a lot of people on the extended team!)   Phil Gilbert Is Verse your group's work?,11/20/14 0:51,0,0.01375,0,0,0,0,-0.051,-0.0015,0.051,-0.385771,negative
Great talking with you two.. thanks guys! jeffschick Alan Lepofsky #NewWayToWorkIBM Design,11/20/14 16:32,0.020625,0,0,0,0,0,-0.103333333,-0.028333333,0.093333333,0.720969,positive
"""Yeah, Iâ€™ll wash your car, Iâ€™ll walk your dog. Whatever you need to do, just call the bill."" Amen.",11/22/14 1:48,0,0,0,0,0,0.010645161,-0.230526316,-0.029473684,0.100526316,0.337665,positive
"Uberâ€™s Rough Ride, via The New York Times",11/22/14 13:39,0,0,0,0,0,0,-0.03,0.03375,0.03,-0.49052,negative
. atIBM Design Studio Austin last week: great stories from working directly with four IBM CEOs since 1989.,11/25/14 13:20,0,0,0,0.015714286,0,0,-0.004117647,0.005294118,0.031176471,0.221197,positive
Read Brad Becker talk about IBMWatson & â€œa design culture [thatâ€™s] been growing at IBM.â€ù  Design,11/25/14 16:48,0,0,0,0.017368421,0,0,-0.031333333,-0.033333333,0.021333333,0.705088,positive
and oftentimes better than high fidelity.  joe meersman  low fidelity is better than no fidelity.,11/25/14 16:55,0,0,0,0,0,0,0.063333333,0.02,0,0,neutral
"Tammy Metzger You're welcome. Hope you all had a blast! You didn't cook that long-nosed turkey, did you?",11/28/14 0:54,0.055,0,0,0,0.055555556,0.018333333,-0.243888889,-0.035,0.143888889,0.399385,positive
"Windy but oh, my, what a day. Wanna base out of Austin this winter  Steve Robinson ???",11/29/14 16:09,0,0,0,0.0275,0,0,-0.0475,-0.025,0.048125,-0.414826,negative
Dislike promoted s but this is OK.   Itâ€™s #WorldAIDSDay.  video-we donate to (RED) #onestep4RED,12/1/14 22:54,0.012692308,0.012692308,0,0.012692308,0,0,-0.092142857,-0.047857143,0.033571429,0.341764,positive
"Donâ€™t forget, tonight at 6pm Central the Beer Mile Championships! Whatâ€™s a beer mile? Glad you asked:",12/3/14 12:53,0.0264,0,0,0,0,0,-0.139411765,-0.005294118,0.091764706,0.434541,positive
"1/2 For those of you with my warped curiosity about tonightâ€™s Beer Mile World Championships, thereâ€™s this",12/3/14 13:09,0,0,0,0.015,0,0,-0.058333333,-0.001111111,0.087222222,0.279637,positive
2/2 and from the newspaper of record: â€œVomiting incurs a penalty.â€ù,12/3/14 13:12,0,0,0,0,0,0,0.05,0.015,0.048333333,-0.681283,negative
"Yup & follow IBM Design for news on  coming real soon nowâ€_  Na'im McKee  IBMâ€™s design team, who would've thunk it :)",12/3/14 13:19,0,0,0,0,0,0,-0.0875,0.0015,0.0585,0.794161,positive
A loss for music and for Austin. RIP Ian.,12/4/14 13:02,0,0.038823529,0,0,0,0,0.04,-0.034444444,0.028888889,-0.601708,negative
â€œcynical view of branding is weâ€™re in the bullshit business. But ... now weâ€™re in the truth business.â€ù McRib vid aces,12/6/14 12:34,0.0103125,0.0103125,0.05,0.0103125,0,0,-0.1,-0.03,0.0835,-0.215834,negative
The perfect exhibit for #artbasel?,12/6/14 16:33,0.036666667,0,0,0,0,0,0.02,0.046,0.036,0.62625,positive
"My essay in today's NY Times. Empowering everyone by ""Hearing Every Voice in the Room."" The New York TimesIBM Design",12/7/14 13:58,0,0,0,0,0,0,-0.0915,0.0105,0.106,0.356809,positive
"Chris: well, you could photoshop the wires out.  Chris Owens  The view from Maruyama Coffee could be worse.",12/8/14 2:13,0,0.012692308,0,0.012692308,0,0,-0.043888889,-0.041111111,0.027222222,-0.0488427,negative
Thx. Would be happy to help out!   Jared Spool Such a huge IBM Design & Phil Gilbert fan. United could learn a LOT from them,12/8/14 15:15,0.018333333,0,0,0.018333333,0,0,-0.045,-0.027916667,0.052916667,0.639236,positive
Volker-thank you-would be great to meet next time I'm in DEIBM Design  Volker Weber  New on vowe dot net :: IBM Design ::,12/10/14 3:27,0,0,0,0,0,0,-0.062857143,0.017142857,0.053809524,0.638124,positive
Love this!  Fast Company  Ask these 6 questions during the interview-will tell you everything about company culture,12/10/14 3:29,0.031428571,0,0,0.015714286,0,0,-0.18,-0.021764706,0.129411765,0.519898,positive
Vivek Rengaraj Thank you! It was great speaking with you all. Congrats on graduation.,12/11/14 16:15,0.012692308,0,0,0,0.038461538,0,-0.154285714,-0.016428571,0.125,0.722116,positive
Amanda Carl Thank you! It was great speaking with you all. Congrats on graduation.,12/11/14 16:17,0.012692308,0,0,0,0.038461538,0,-0.154285714,-0.016428571,0.125,0.688499,positive
Elaine Wu Thank you! It was great speaking with you all. Congrats on graduation.,12/11/14 16:17,0.012692308,0,0,0,0.038461538,0,-0.154285714,-0.016428571,0.125,0.73291,positive
LizaShu Thank you! It was great speaking with you all. Congrats on graduation.,12/11/14 16:18,0.0132,0,0,0,0.04,0,-0.166153846,-0.017692308,0.134615385,0.727266,positive
